ID,Name,Attribute,Race,Max Lvl,Exp Curve,Max Exp,Rarity,Cost,Series,Lvl 1 HP,Lvl 1 ATK,Lvl 1 REC,Lvl Max HP,Lvl Max ATK,Lvl Max REC,Active Skill 1,Active Skill 1 Description,Active Skill 2,Active Skill 2 Description,Leader Skill,Leader Skill Description
568,Bull-horned Cleric Duckling,Earth,Beast,70,1000K,495731,4,5,Travelers' Partner,1466,367,45,3050,706,111,Truculence of Killer,Team Attack x 1.5. The no. of enemies defeated in the Round of activation becomes the number of Round the Skill stays in play (enemies defeated by Active Skills excluded).,,,Power of the Woods,Earth Attack x 1.5
569,Gold-banded Blessing Bee,Light,Beast,70,1000K,495731,4,5,Travelers' Partner,1320,371,49,2748,714,122,Play Safe,"If <5 Combos are made, Damage received -80% for 1 Round; otherwise, Attack x 2.  Only the first batch of Runestones dissolved will be counted.",,,Power of the Light,Light Attack x 1.5
570,Fox-tailed Wizard Fish,Dark,Beast,70,1000K,495731,4,5,Travelers' Partner,1240,438,45,2583,842,111,Savage,The Monster's Attack x 10 for 1 Round. (no sharing to other Team Members),,,Power of the Darkness,Dark Attack x 1.5
571,"Dagon, Master of the Deep Ones",Water,Dragon,99,4000K,4000000,6,15,Ethereal Dragons,2148,787,81,3618,1190,129,Defensive Stance - Water,Turn all Fire Runestones into Heart Runestones.,,,Dragons on Offense,Dragon Attack x 2; Dragon Recovery is added to the Monster's Attack.  Dissolving Heart Runestones recovers a certain percentage of HP lost (Recovery% of each Heart Runestone is the no. of Dragons x 2)
572,Cthugha the Holocaust Heritor,Fire,Dragon,99,4000K,4000000,6,15,Ethereal Dragons,2152,842,72,3625,1273,115,Defensive Stance - Fire,Turn all Earth Runestones into Heart Runestones.,,,Dragons on Offense,Dragon Attack x 2; Dragon Recovery is added to the Monster's Attack.  Dissolving Heart Runestones recovers a certain percentage of HP lost (Recovery% of each Heart Runestone is the no. of Dragons x 2)
573,Byakhee the Cosmic Berserker,Earth,Dragon,99,4000K,4000000,6,15,Ethereal Dragons,2364,724,76,3984,1096,121,Defensive Stance - Earth,Turn all Water Runestones into Heart Runestones.,,,Dragons on Offense,Dragon Attack x 2; Dragon Recovery is added to the Monster's Attack.  Dissolving Heart Runestones recovers a certain percentage of HP lost (Recovery% of each Heart Runestone is the no. of Dragons x 2)
574,Tulzscha the Radiant Overseer,Light,Dragon,99,4000K,4000000,6,15,Ethereal Dragons,2194,732,83,3697,1108,133,Thunder Strike+,"Deal 15,000 Light Damage to all enemies, regardless of Defense.",,,Pulse of the Dragon,Dragon Attack x 2.5; Recovery +200
575,Faugn the Dread Devourer,Dark,Dragon,99,4000K,4000000,6,15,Ethereal Dragons,2002,865,75,3373,1308,120,Darkness Assault+,"Deal 15,000 Dark Damage to all enemies, regardless of Defense.",,,Dragons on Defense,Dragon Attack x 2; Recovery +200. Heart Runestones also possess 50% effect of Dark Runestones and would be seen as dissolving Dark Runestones
576,Breeding Crystal,Fire,Level Up Elements,1,500K,0,3,20,The Essence of Spirits,300,150,50,300,150,50,Massive Attack - Fire,Launch 3 Fire Attacks to all enemies.,,,Power of the Flame,Fire Attack x 1.5
577,Essence Hunter,Water,Level Up Elements,1,500K,0,4,30,The Essence of Spirits,600,300,100,600,300,100,Massive Attack - Water,Launch 3 Water Attacks to all enemies.,,,Power of the Ocean,Water Attack x 1.5
578,Arcane Luster,Dark,Level Up Elements,1,500K,0,5,40,The Essence of Spirits,900,600,200,900,600,200,Massive Attack - Dark,Launch 3 Dark Attacks to all enemies.,,,Power of the Darkness,Dark Attack x 1.5
579,Thunderous Supremacy - Zeus,Light,God,99,7000K,7000000,7,35,Ultimate Lords,2136,902,166,4230,1668,379,Power Gush,"The higher the HP, the higher the Attack, to the max x 2 for 1 Round.",,,Elemental Protection,All Attribute Damage received -30%
580,God of Underworld - Hades,Dark,God,99,5000K,5000000,7,20,Ultimate Lords,1664,815,118,3296,1506,269,Evil Encirclement,Turn all Runestones into Dark Runestones.,,,Elemental Concentration,"The more Attributes in the Team, the higher the Team Attack, to the max 3.5"
581,Rook of Draconic Frost,Water,Human,50,2000K,500000,4,10,Pawns,441,290,74,959,632,185,Last Resort - Water,Transfer drop rate of Heart Runestones into that of Water Runestones for 3 Rounds.,,,Anger of the Ocean,Water Attack x 2
582,Pawn of Draconic Blaze,Fire,Elf,50,2000K,500000,4,10,Pawns,331,318,89,704,677,229,Purifying Attack,"Clear all additional effect(s) in play; deal 50,000 non-Attributive Damage to all enemies per effect cleared.",,,Anger of the Flame,Fire Attack x 2
583,Guard of Stern Shield,Earth,Dragon,50,2000K,500000,4,10,Pawns,766,324,10,1713,586,12,Dragons' Shielding,Damage received decreases in proportion to the no. of Dragons for 1 Round.,,,Anger of the Woods,Earth Attack x 2
584,Bishop of Draconic Spike,Light,God,50,2000K,500000,4,10,Pawns,552,295,68,1226,608,176,Power Boost,Single Attack will become Full Attack for 3 Rounds.,,,Anger of the Light,Light Attack x 2
585,Knight of Dead Spirits,Dark,Demon,50,2000K,500000,4,10,Pawns,254,450,33,522,886,166,Gnawing of Killer,Single Attack becomes Full Attack. The no. of enemies defeated in the Round of activation becomes the number of Round the Skill stays in play (enemies defeated by Active Skills excluded).,,,Anger of the Darkness,Dark Attack x 2
586,The Graceful Lady of Sloth,Water,Demon,99,4000K,4000000,6,20,The Seven Deadly Sins,783,900,75,1458,1613,333,Hearty Encirclement,Turn all Runestones into Heart Runestones.,,,All-out Attack,Team Attack x 2.5;  Damage received x 1.5
587,Agitator - The White Queen,Light,Human,99,5000K,5000000,6,15,Residents of Wonderland,888,436,146,2442,1199,458,Power Surge - Light,"The lower the HP, the higher the Light Attack, to the max x 2.5 for 1 Round.",,,Fury of Human,Human Attack x 2.5
588,Twin Hymners Yan & Xi,Light,God,99,5000K,5000000,7,22,Diva of the Stars,1463,713,180,2898,1318,410,Dulcet Chant,Drop rate of Heart Runestones will be transferred to that of Light Runestones. (the Skill stays in play until reactivation of the Skill or defeated),,,Conviction of Sanctity,Light Attack and Recovery x 1.5
589,Twin Divas Yan & Xi,Dark,Demon,99,5000K,5000000,7,22,Diva of the Stars,686,1214,86,1276,2176,379,Resounding Nocturne,Drop rate of Heart Runestones will be transferred to that of Dark Runestones. (the Skill stays in play until reactivation of the Skill or defeated),,,Conviction of Darkness,Dark Attack and Recovery x 1.5
590,Celestial Supremacy - Taishang Laojun,Earth,God,99,6500K,6500000,6,20,Ultimate Lords,1754,761,177,3435,1392,399,Sylvan Encirclement,Turn all Runestones into Earth Runestones.,,,Fury of Gods,God Attack x 2.5
591,Ao Guang the Lord of Dragons,Water,Dragon,99,6500K,6500000,7,20,Chinese Gods,2097,799,35,4226,1327,39,Edict of Wave,Turn Fire and Heart Runestones into Water Runestones; Earth Runestones into Heart Runestones.,,,Ire of Dragon King,Dragon Attack x 3; God Attack x 2.5
592,Nezha the Guard of Vairavaa,Fire,Human,99,6500K,6500000,7,20,Chinese Gods,1368,764,192,2686,1501,431,Edice of Flame,Turn Earth and Heart Runestones into Fire Runestones; Water Runestones into Heart Runestones.,,,Inferno Field,"Launch an extra Attack of as much as 15x Monster's Attack each Round, regardless of Attribute (dissolving Runestones is necessary)"
593,Potentate Bull King,Earth,Beast,99,6500K,6500000,7,20,Chinese Gods,2045,719,72,4011,1308,168,Edict of Woods,Turn Water and Heart Runestones into Earth Runestones; Fire Runestones into Heart Runestones.,,,Ire of Despot,Beast and Elf Attack x 3
594,Sacred Deicider Sun Wukong,Light,God,99,6500K,6500000,7,20,Chinese Gods,1566,763,193,3102,1410,439,Fiery Gaze - EX,Damage will be dealt regardless of Enemies' Defense for 3 Rounds.,,,Gilded Armor,"The higher the HP, the less the Damage received, to the max -60%.  The lower the HP, the higher the chance of dodging all the Attacks, to the max 50%"
595,Aesthetic Vixen Su Daji,Dark,Elf,99,6500K,6500000,7,20,Chinese Gods,1055,623,380,2014,1189,859,Time Slipper,"Unlimited Runestone movement for 20 seconds without dissolving.  The more Runestones are dissolved, the higher the Attack, to the max x 1.9. (only the first batch of Runestones dissolved would be counted).",,,Overwhelming Beauty,Attack bonus for each Combo increases by 125%
596,Gretchen and Heisenberg,Water,Human,50,3000K,750000,5,10,Cyborg Scholars,853,371,69,1336,652,176,Fight Safe,"If <5 Combos are made, 20,000 HP will be recovered for 1 Round; otherwise, Attack x 2.  Only the first batch of Runestones dissolved will be counted.",,,Benevolent Dragons,"If the Team consists of only Human and 2 or more Dragons, Human Attack x 3.5, Dragon Attack x 2"
597,Adjoined Android - Gretchen H.,Water,Human,99,4000K,4000000,6,18,Cyborg Scholars,1620,703,130,2595,1267,342,Fight Safe,"If <5 Combos are made, 20,000 HP will be recovered for 1 Round; otherwise, Attack x 2.  Only the first batch of Runestones dissolved will be counted.",,,Benevolent Dragons (1045),"If the Team consists of only Human and 2 or more Dragons, Human Attack x 4.5, Dragon Attack x 3.5."
598,Agnesi,Fire,Human,50,3000K,750000,5,10,Cyborg Scholars,898,397,61,1405,697,156,Fight Safe,"If <5 Combos are made, 20,000 HP will be recovered for 1 Round; otherwise, Attack x 2.  Only the first batch of Runestones dissolved will be counted.",,,Benevolent Dragons,"If the Team consists of only Human and 2 or more Dragons, Human Attack x 3.5, Dragon Attack x 2"
599,Agnesi the Exorcistic Scholar,Fire,Human,99,4000K,4000000,6,18,Cyborg Scholars,1705,753,115,2731,1355,304,Fight Safe,"If <5 Combos are made, 20,000 HP will be recovered for 1 Round; otherwise, Attack x 2.  Only the first batch of Runestones dissolved will be counted.",,,Benevolent Dragons (1045),"If the Team consists of only Human and 2 or more Dragons, Human Attack x 4.5, Dragon Attack x 3.5."
600,Gusty Puppet,Earth,Human,50,3000K,750000,5,10,Cyborg Scholars,987,342,65,1544,600,164,Play Wild,"If <5 Combos are made, Defense of all enemies become 0 for 1 Round; otherwise, Attack x 2. Only the first batch of Runestones dissolved will be counted.",,,Benevolent Theriomorphs,"If the Team consists of only Human and 2 or more Beasts or Elves, Human Attack x 3.5, Beast and Elf Attack x 2.5"
601,Mark-II,Earth,Human,99,4000K,4000000,6,18,Cyborg Scholars,1874,648,122,3001,1167,320,Play Wild,"If <5 Combos are made, Defense of all enemies become 0 for 1 Round; otherwise, Attack x 2. Only the first batch of Runestones dissolved will be counted.",,,Benevolent Theriomorphous (1046),"If the Team consists of only Human and 2 or more Beasts or Elves, Human Attack x 4.5, Beast and Elf Attack x 3.5."
602,Lisa Bufano,Light,Human,50,3000K,750000,5,10,Cyborg Scholars,889,345,71,1392,607,180,Play Safe,"If <5 Combos are made, Damage received -80% for 1 Round; otherwise, Attack x 2.  Only the first batch of Runestones dissolved will be counted.",,,Benevolent Phantom,"If the Team consists of only Human and 2 or more Demons or Elves, Human Attack x 3.5 and Demon and Elf Attack x 2.5"
603,Cyborg Craftsmen - Lisa,Light,Human,99,4000K,4000000,6,18,Cyborg Scholars,1688,655,134,2704,1179,352,Play Safe,"If <5 Combos are made, Damage received -80% for 1 Round; otherwise, Attack x 2.  Only the first batch of Runestones dissolved will be counted.",,,Benevolent Phantoms (1047),"If the Team consists of only Human and 2 or more Demons or Elves, Human Attack x 4.5, Demon and Elf Attack x 3.5."
604,Thomas Midgley,Dark,Human,50,3000K,750000,5,10,Cyborg Scholars,835,408,64,1308,717,162,Play Wild,"If <5 Combos are made, Defense of all enemies become 0 for 1 Round; otherwise, Attack x 2. Only the first batch of Runestones dissolved will be counted.",,,Benevolent Spirits,"If the Team consists of only Human and 2 or more Gods, Human Attack x 3.5, God Attack x 2"
605,Midgley the Mad Scientist,Dark,Human,99,4000K,4000000,6,18,Cyborg Scholars,1586,773,121,2541,1393,317,Play Wild,"If <5 Combos are made, Defense of all enemies become 0 for 1 Round; otherwise, Attack x 2. Only the first batch of Runestones dissolved will be counted.",,,Benevolent Spirits (1048),"If the Team consists of only Human and 2 or more Gods, Human Attack x 4.5, God Attack x 3.5."
606,Pellucid Vocalist,Water,Human,50,3000K,750000,3,4,Lofty Band,281,155,47,1012,556,203,Defensive Stance - Water,Turn all Fire Runestones into Heart Runestones.,,,Song of Human,Human Recovery x 1.5
607,Searing Guitarist,Fire,Human,50,3000K,750000,3,4,Lofty Band,295,165,41,1065,595,181,Defensive Stance - Fire,Turn all Earth Runestones into Heart Runestones.,,,Song of Human,Human Recovery x 1.5
608,Evergreen Drummer,Earth,Human,50,3000K,750000,3,4,Lofty Band,325,142,43,1169,512,190,Defensive Stance - Earth,Turn all Water Runestones into Heart Runestones.,,,Song of Human,Human Recovery x 1.5
609,Stardust Keyboardist,Light,Human,50,3000K,750000,3,4,Lofty Band,293,143,49,1054,517,209,Defensive Stance - Light,Turn all Dark Runestones into Heart Runestones.,,,Song of Human,Human Recovery x 1.5
610,Virtual Fiddler,Dark,Human,50,3000K,750000,3,4,Lofty Band,275,170,43,990,612,189,Defensive Stance - Dark,Turn all Light Runestones into Heart Runestones.,,,Song of Human,Human Recovery x 1.5
611,DAESUNG,Water,Human,99,3000K,3000000,6,12,BIGBANG Conjurers,1209,664,201,2231,1227,424,Offensive Conversion - Water,Turn 3 Runestones into Water Runestones (Heart Runestones rank first in priority).  The Skill may be ready for reactivation immediately.,,,The Dual Effect - Wave,Water Attack x 2.   Heart Runestones also possess 50% effect of Water Runestones (No superimposing)
612,TAEYANG,Fire,Human,99,3000K,3000000,6,12,BIGBANG Conjurers,1271,711,179,2347,1312,377,Offensive Conversion - Fire,Turn 3 Runestones into Fire Runestones (Heart Runestones rank first in priority).  The Skill may be ready for reactivation immediately.,,,The Dual Effect - Flames,Fire Attack x 2.   Heart Runestones also possess 50% effect of Fire Runestones (No superimposing)
613,SEUNGRI,Earth,Human,99,3000K,3000000,6,12,BIGBANG Conjurers,1398,612,188,2579,1130,397,Offensive Conversion - Earth,Turn 3 Runestones into Earth Runestones (Heart Runestones rank first in priority).  The Skill may be ready for reactivation immediately.,,,The Dual Effect - Wood,Earth Attack x 2.   Heart Runestones also possess 50% effect of Earth Runestones (No superimposing)
614,T.O.P,Light,Human,99,3000K,3000000,6,12,BIGBANG Conjurers,1259,619,207,2324,1142,436,Offensive Conversion - Light,Turn 3 Runestones into Light Runestones (Heart Runestones rank first in priority).  The Skill may be ready for reactivation immediately.,,,The Dual Effect - Twilight,Light Attack x 2.   Heart Runestones also possess 50% effect of Light Runestones (No superimposing)
615,G-Dragon,Dark,Human,99,3000K,3000000,6,12,BIGBANG Conjurers,1184,731,186,2184,1348,393,Offensive Conversion - Dark,Turn 3 Runestones into Dark Runestones (Heart Runestones rank first in priority).  The Skill may be ready for reactivation immediately.,,,The Dual Effect - Gloom,Dark Attack x 2.   Heart Runestones also possess 50% effect of Dark Runestones (No superimposing)
616,Regulator - Deus Ex Machina,Dark,Human,99,5000K,5000000,6,20,Ultimate Lords,1335,823,210,2423,1496,436,Transmutation - Dark,"Randomly turn Runestones as much as the accumulated Rounds(dissolving Runestones is necessary) into Dark Runestones, to the max 5 Runestones. The number of Runestones to be converted will reset after activation.",,,Anger of Human,Human Attack x 2
617,Baby Harpy,Earth,Level Up Elements,1,500K,0,3,20,Special Level Up,100,800,100,100,800,100,Petrification,Inactivate all enemies; change their Attribute into Earth for 3 Rounds.,,,Curing Heart,Recover HP as much as the Monster's Recovery each Round (dissolving Runestones is necessary)
618,Moonlight Immortal Changxi,Dark,God,99,6000K,6000000,6,20,Guild Event,1377,842,163,2662,1520,362,Elixir of Life,Turn Attributive Runestones that are the most in number into Heart Runestones.,,,Amulet of God,"If the Team consists of only Gods, Team Attack x 2.5"
619,Jade Rabbit the Elixir Pounder,Dark,Beast,30,3500K,306487,4,8,Plump Precious Beasts,539,266,22,894,416,43,Shadow Strike,Deal 10x Dark Damage to all enemies,,,Power of Beasts,Beast Attack x 1.5
620,Metazord,Fire,Beast,99,15000K,15000000,7,40,Metallic Beasts,11700,3367,278,22941,6120,646,Embodied Soul,All Runestones also possess 50% effect of other Attributive Runestones for 5 Rounds.,Rays of Mechanical Beasts,Launch 5 Fire Attacks to all enemies,Risky Game,"When there are only 2 Fire members (including Leader and Ally), Team Attack x 3; Recovery x 2"
621,Odous,Water,Beast,35,1000K,120367,3,4,Spiritual Civilization,312,135,14,891,356,48,Hunting Mode,"The Monster's Attack x 3 for 2 Rounds. If neighbouring Members are also Beasts, the effect could be shared with them.",,,Aquatic World - Beast,"Beast Attack x 2.5.  Water Runestones also possess effect of all Attributive Runestones.  Each Beast member would gives 10% bonus, to the max 50% (effects can be superimposed)"
622,Aloof Odous,Water,Beast,70,2000K,991462,4,8,Spiritual Civilization,604,263,27,1811,724,99,Hunting Mode,"The Monster's Attack x 3 for 2 Rounds. If neighbouring Members are also Beasts, the effect could be shared with them.",,,Aquatic World - Beast,"Beast Attack x 2.5.  Water Runestones also possess effect of all Attributive Runestones.  Each Beast member would gives 10% bonus, to the max 50% (effects can be superimposed)"
